source,time,target,text,value
@taylorswift13,7/21/15 22:58,@NICKIMINAJ,"@NICKIMINAJ If I win, please come up with me!! You're invited to any stage I'm ever on.",1
@taylorswift13,7/21/15 22:13,@NICKIMINAJ,@NICKIMINAJ I've done nothing but love &amp; support you. It's unlike you to pit women against each other. Maybe one of the men took your slot..,1
@taylorswift13,7/18/15 20:21,@ladygaga,RT @ladygaga: .@taylorswift13 I only cast happy spells! Unless there's bad blood. I have a separate cauldron for that. Happy for u http://,1
@taylorswift13,6/19/15 21:32,@selenagomez,"Guys, on 6/22 @selenagomez is releasing my favorite thing she's ever done. Let's all get READY: https://t.co/bPcrptIu5a",1
@taylorswift13,6/7/15 19:48,@ArianaGrande,"@ArianaGrande I'm so proud of you, always. But especially today. 
""She will need her sisterhood.""",1
@taylorswift13,5/21/15 16:44,@selenagomez,"I'll never be able to thank you enough, @JosephKahn @kendricklamar @selenagomez @karliekloss @iammarthahunt @LilyAldridge @Caradelevingne",1
@taylorswift13,5/18/15 3:36,@selenagomez,"After we wrapped.
#BadBloodMusicVideo 
@selenagomez @SerayahLove @GiGiHadid @iammarthahunt @Zendaya http://t.co/hmyjxJqoCr",0
@taylorswift13,5/16/15 19:18,@selenagomez,"Meet Arsyn.
@selenagomez 
#BadBloodMusicVideo http://t.co/QjJ8yyzg7Z",0
@taylorswift13,4/4/15 1:28,@TheEllenShow,"ELLEN I AM CACKLING 
@TheEllenShow 
http://t.co/c26jsXyHYS",0
@taylorswift13,3/30/15 7:45,@jtimberlake,RT @nickjonas: @nickjonas: These two are pretty awesome.  @jtimberlake @taylorswift13 #iheartawards @iheartradio https://t.co/XghF9nLQP1,1
@taylorswift13,3/29/15 22:42,@jtimberlake,"Getting ready for the #iHeartAwards!!! Live on NBC at 8ET
Squad members in attendance: @jtimberlake @HaileeSteinfeld @camilacabello97",1
@taylorswift13,3/24/15 15:07,@jimmyfallon,"RT @jimmyfallon: ""Crying Piccolo Girl"" Roxanne Chalifoux sits-in w/@TheRoots! Thx @TaylorSwift13 for helping out! https://t.co/ygh98grPc3 #",-1
@taylorswift13,2/18/15 16:31,@jimmyfallon,"This wasn't a pre tape, it was all done live. I haven't changed clothes that fast since the tour ended. @jimmyfallon 
http://t.co/mYh31HJV4c",1
@taylorswift13,2/17/15 22:39,@jimmyfallon,Watch @jimmyfallon and me get dancy AND sporty tonight to celebrate the one year anniversary of @FallonTonight!! So excited about this!!,1
@taylorswift13,1/31/15 17:49,@jtimberlake,"Happy Birthday, @jtimberlake! Thank you for your music, comedy, daaaahncing, songwriting, and for taking this selfie: http://t.co/nExSjreYRU",1
@taylorswift13,1/1/15 10:35,@RyanSeacrest,RT @RyanSeacrest: Can every year be the #yearoftaylor?,0
@taylorswift13,1/1/15 10:35,@RyanSeacrest,"RT @RyanSeacrest: Happy new year from all of us in NYC, *especially* @taylorswift13 #rockineve http://t.co/RaODKcdn1R",1
@rihanna,7/9/16 8:03,@Drake,RT @RIAA: #RIAAMIDYEARSBEST: Top Certified ALBUM Tie 2X multi-Platinum  @Rihannas #Anti  &amp; @Drakes #Views https://t.co/Gnat9Sb0MG,1
@rihanna,2/22/16 17:19,@Drake,#WORK video ft. @Drake! Watch now&gt; https://t.co/YFv4OWEY7Y https://t.co/U1QwHvIrXb,0
@rihanna,2/19/16 20:00,@Drake,SNEAK PEEK! #WORK video ft. @Drake coming Monday https://t.co/YeGLLWFxTl https://t.co/gGphgq6gfa,0
@rihanna,2/4/16 19:05,@TheEllenShow,Don't forget to catch me and my girl @TheEllenShow today on NBC!!!,0
@rihanna,1/31/16 22:46,@DRAKE,#WORK feat. @DRAKE ---&gt; https://t.co/atvJ4EMWCL,0
@rihanna,1/27/16 17:00,@drake,#WORK feat @drake on iTunes now---&gt; https://t.co/atvJ4EMWCL ,0
@rihanna,1/27/16 13:00,@Drake,FIRST SINGLE #WORK ft. @Drake from #ANTI is here!! Listen up --&gt;https://t.co/CYqrvPRahc https://t.co/0WvHi4x3Ut,1
@rihanna,12/11/15 8:04,@KevinHart4real,"Celebrating the power of giving back @ #DiamondBall! Thx to host @KevinHart4real, performer @LionelRichie, &amp; all @ClaraLionelFdn supporters!",0
@rihanna,2/9/15 7:27,@kanyewest,What a night! Still can't believe we @kanyewest shared a stage with a fucking BEATLE tonight! #bucketlistshit Thank you Sir @PaulMcCartney,-1
@rihanna,2/8/15 19:24,@KanyeWest,Dont miss the world debut performance of #FourFiveSeconds tonightTune in to @TheGrammys on CBS at 8/7c!!! @KanyeWest @PaulMcCartney,0
@rihanna,2/7/15 4:38,@kanyewest,@TheGRAMMYs RIHearsal @PaulMcCartney @kanyewest http://t.co/OUWkdJXEt5,0
@rihanna,2/3/15 15:12,@KanyeWest,WATCH NOW #FourFiveSecondsVideo HERE---&gt; http://t.co/6l8NlMlUZL !! @VEVO @KanyeWest @PaulMcCartney @inezandvinoodh,0
@rihanna,2/3/15 4:29,@KanyeWest,#FourFiveSecondsVideo sneak peek...Video premieres tomorrow on @VEVO!! @KanyeWest @PaulMcCartney @inezandvinoodh ---&gt; http://t.co/eDxZ6L5GFW,0
@rihanna,2/1/15 18:34,@KanyeWest,"Incase you missed it, here's the BTS for #FourFiveSecondsVideo!! @KanyeWest @PaulMcCartney @inezandvinoodh
https://t.co/zT1bShvZRH",0
@rihanna,1/25/15 3:24,@kanyewest,"RT @iTunesMusic: The weekend just got better.
@rihanna. @kanyewest. @PaulMcCartney. 
#FourFiveSeconds
http://t.co/uQqE0QdnPz http://t.co/LC",1
@rihanna,1/17/15 6:24,@KingJames,Kiiiiiiiiiiiiinnnngggggg!!!!!!! Came Saw Slaughtered LA!!!!   @KingJames,0
@TheEllenShow,2/27/17 1:37,@JTimberlake,"That was the perfect opening for the #Oscars, @JTimberlake. Just electric.",1
@TheEllenShow,2/23/17 0:35,@DDLovato,This is the first and last time you will see @DDLovato giving a lap dance in an inflatable suit. https://t.co/6Cdg7nop0C,1
@TheEllenShow,2/22/17 19:34,@DDLovato,".@DDLovato is always inspiring to me, even in a see-through dress. https://t.co/Pu9vTRy0EX https://t.co/oT19olqz18",1
@TheEllenShow,2/22/17 1:37,@MileyCyrus,I love you all. But I think @MileyCyrus might be planning a steal. https://t.co/PxRILnIULy,1
@TheEllenShow,2/21/17 19:29,@JLo,"I played ""Who'd You Rather?"" with @JLo. You better watch this, @Harry_Styles. https://t.co/bI0tdwtkrK https://t.co/pBR28TScdY",1
@TheEllenShow,2/21/17 17:18,@JLo,"If you're wondering what's going on between @JLo and @Drake, then you should probably watch this. https://t.co/NFJpqCDBPg",0
@TheEllenShow,2/20/17 19:55,@Rihanna,"Happy birthday, @Rihanna. Thanks to you, we all have a day off of werk werk werk werk werk. https://t.co/WlbMdnEDTl",1
@TheEllenShow,2/20/17 19:07,@KimKardashian,.@KrisJenner gave me the latest on how all the Kardashians are doing. Especially @KimKardashian. https://t.co/EVghmAsFe8,1
@TheEllenShow,2/13/17 23:31,@Adele,.@Adele and I have been planning her do-over for a year. #GRAMMYs https://t.co/UHsM2d6Y4w,0
@TheEllenShow,2/13/17 4:42,@Adele,Wow. What a sweep. Congratulations @Adele and of course the incredible @Beyonce. #GRAMMYs,1
@TheEllenShow,2/13/17 2:56,@Adele,".@Adele, you get every do over you ever need. Ever. #GRAMMYs",0
@TheEllenShow,2/6/17 1:35,@LadyGaga,"We loved it, @LadyGaga! @RyanSeacrest @PortiadeRossi https://t.co/fqbkgwbwqt",1
@TheEllenShow,2/6/17 1:31,@LadyGaga,"That was so incredible, @LadyGaga. #SuperBowl",1
@TheEllenShow,2/1/17 22:16,@Drake,I asked Corinne from #TheBachelor Who'd She Rather. Nick or @Drake. I swear she almost said Drake then this happene https://t.co/81WYLMvp79,0
@TheEllenShow,1/31/17 18:27,@JTimberlake,"Happy birthday, @JTimberlake. You're pretty incredible for someone who doesn't know their own lyrics. https://t.co/8y1yf5Axaj",1
@TheEllenShow,1/29/17 17:32,@Oprah,"""I believe that every single event in life happens in an opportunity to choose love over fear.""- Oprah.  Happy birthday, @Oprah. I love you.",1
@TheEllenShow,1/26/17 22:56,@NICKIMINAJ,.@NICKIMINAJ Thank you! Did you mean B-Day? Theyre really close on the keyboard.,-1
@TheEllenShow,1/23/17 3:26,@BarackObama,RT @ColtonLHaynes: I feel so lucky to be a part of this video thanking @BarackObama on @TheEllenShow . Your work changed my life  https:/,1
@TheEllenShow,1/20/17 16:36,@BarackObama,".@POTUS @BarackObama, you changed our world. #ThankYouObama https://t.co/FrxTIzNNZm",0
@TheEllenShow,1/19/17 18:50,@JTimberlake,"Thanks, Timby, for the amazing introduction. Of all the hunks on the stage, you were the hunkiest. @JTimberlake https://t.co/esneUdZ1T2",1
@TheEllenShow,1/18/17 22:47,@JustinBieber,.@JustinBieber Our I love you faces https://t.co/s3dHNupDuF,1
@TheEllenShow,1/11/17 3:07,@BarackObama,.@POTUS @BarackObama I love you more than I have space on Twitter to describe. #ObamaFarewell,1
@TheEllenShow,1/10/17 21:43,@TaylorSwift13,Who knew @BenAffleck loved @TaylorSwift13? https://t.co/OrDTBhr7yn,1
@TheEllenShow,1/9/17 21:03,@JTimberlake,"Thanks to @Chideo, @JessicaBiel raised $10K by giving me her phone and letting me call @JTimberlake. https://t.co/PEQjd9Jk6K",1
@TheEllenShow,1/9/17 19:22,@Drake,Young Dylan went to @Drake Night at the Raptors. You'll never guess who he met there. https://t.co/XaHNYq4CRO,1
@TheEllenShow,1/9/17 4:05,@JimmyFallon,"Moonlight! Incredible. Congrats to all the winners and nominees. @JimmyFallon, your #GoldenGlobes were wonderful.",1
@TheEllenShow,1/9/17 0:02,@JimmyFallon,Its almost time for the #GoldenGlobes! Somewhere @JimmyFallon is squeezing himself into a shimmery dress. Good luck tonight!,1
@TheEllenShow,1/5/17 19:33,@JimmyFallon,Wanna see me and @JimmyFallon open mouth kiss? Neither do I. https://t.co/Y08EhKeZ9g https://t.co/M4FHZUHzCY,0
@TheEllenShow,12/22/16 21:16,@Oprah,Happy holidays #TBT @Oprah https://t.co/rRuVZBE2gH,1
@TheEllenShow,12/20/16 1:47,@KingJames,".@KingJames has Executive Produced a game show, and it looks amazing. I cant wait to watch ""The Wall"" tonight.",1
@TheEllenShow,12/13/16 22:46,@TaylorSwift13,"We've had a lot of fun together, you and I. Happy birthday, @TaylorSwift13. https://t.co/Go4XLIpIIx",1
@TheEllenShow,12/7/16 0:18,@JTimberlake,"Congratulations on your Grammy nomination, @JTimberlake! It's just electric.",0
@TheEllenShow,12/5/16 20:05,@JustinBieber,You're gonna need some Cold Water after this acoustic performance by @JustinBieber. https://t.co/0WpAJ2yQhq,-1
@TheEllenShow,12/5/16 18:24,@JustinBieber,.@JustinBieber is in the building. https://t.co/PpYEbKJP6p https://t.co/SMrPVNJRlI,0
@TheEllenShow,12/2/16 0:27,@JTimberlake,Happy #TBT! @JTimberlake https://t.co/G39EuyhOpX,1
@TheEllenShow,11/23/16 19:31,@MileyCyrus,"Happy birthday, @MileyCyrus! I love you and everything you stand for. I hope 24 comes in like a wrecking ball. https://t.co/aLt5vRZdfA",1
@TheEllenShow,11/21/16 20:25,@MileyCyrus,"What do @SnoopDogg, @MileyCyrus, and @MarthaStewart have in common? Find out in this round of The Game of THINGS! https://t.co/JHl3l3JvHp",-1
@TheEllenShow,11/18/16 20:02,@JustinBieber,.@SerenaWilliams may or may not have a boyfriend. That boyfriend may or may not be @JustinBieber. https://t.co/aWjDa6a4Ha,0
@TheEllenShow,11/17/16 20:50,@Drake,"Taking time to meet Young Dylan is reason 98,660,706 why I love you, @Drake. https://t.co/cyiARYbP6Z",1
@TheEllenShow,11/11/16 22:57,@JTimberlake,".@JTimberlake is a Troll! I mean he's in the movie, @Trolls. Go see it this weekend!",-1
@TheEllenShow,11/10/16 18:41,@JTimberlake,"Hes amazing in the #1 animated movie, ""Trolls."" @JTimberlake also stars in my new movie, Strange Doctor. https://t.co/D6weJaEV1b",1
@TheEllenShow,11/4/16 20:49,@JTimberlake,"If you have 5 seconds, then you have to watch this round of 5 Second Rule with @JTimberlake and @MarioLopezExtra. https://t.co/1Cf6fHBTzv",-1
@TheEllenShow,11/4/16 18:08,@JTimberlake,.@JTimberlake says Im wrong about this lyric he sings. Im pretty sure hes wrong. https://t.co/CV5VCcMxUb https://t.co/K5v6mhSdXa,0
@TheEllenShow,10/31/16 16:57,@ArianaGrande,"I sent @AndyLassner to another haunted house. And to protect him, I also sent @ArianaGrande. https://t.co/iLUptyx970 https://t.co/0vox7w4gri",0
@TheEllenShow,10/28/16 21:21,@Oprah,I cant wait to go trick-or-treating in my neighborhood. Last year @Oprah gave a Jeep Renegade to people with a good costume.,1
@TheEllenShow,10/25/16 23:29,@KatyPerry,"Happy birthday, @KatyPerry! You make me feel like Im living a teenage dream. And not the one where I forget to wea https://t.co/S4VpBvJNEB",1
@TheEllenShow,10/25/16 0:20,@Drake,"Happy birthday, @Drake. You know I love ya. https://t.co/SbSbZ38Nw6",1
@TheEllenShow,10/21/16 19:05,@KimKardashian,"Happy birthday, @KimKardashian. Love, your sister Karla. https://t.co/8POnfbeyhW",1
@TheEllenShow,10/18/16 22:10,@JTimberlake,".@iJesseWilliams is close with @JTimberlake. Not as close as I am, obviously. Right, Justin? https://t.co/fARYaQTpj3",1
@TheEllenShow,10/18/16 19:28,@ArianaGrande,"Sorry, @ArianaGrande. I was mistaken! It's 22 minutes. https://t.co/zD3moyOrPi",-1
@TheEllenShow,10/11/16 21:56,@KevinHart4real,"My co-host for the day, @KevinHart4real challenged me to a game of 5 Second Rule. https://t.co/22Now278uO https://t.co/DIrzT5GYf8",-1
@TheEllenShow,10/11/16 20:52,@KimKardashian,I had a lot of fun catching up with @KhloeKardashian. She told me all about the family and @KimKardashian. https://t.co/vSXCIac8zF,1
@TheEllenShow,10/11/16 19:04,@KevinHart4real,".@KevinHart4real and I had a great time surprising this inspiring student. Amber, youre incredible. https://t.co/3vS2Ffjzk2",1
@TheEllenShow,10/4/16 20:07,@Rihanna,.@ChrissyTeigen told me about opening @Rihannas mail. Ive alerted the authorities. https://t.co/1mnT2sIwnA,0
@TheEllenShow,9/29/16 22:14,@TaylorSwift13,Happy #CatWeek #TBT @TaylorSwift13. https://t.co/e16mp1Wb9e,1
@TheEllenShow,9/29/16 21:28,@MileyCyrus,.@SJP played 5 Second Rule with birthday boy @Official_tWitch and guest host @MileyCyrus. https://t.co/BOLcZ1D8bu https://t.co/8l0aXJ9QqU,0
@TheEllenShow,9/29/16 21:25,@MileyCyrus,@SJP played 5 Second Rule with birthday boy @Official_tWitch and guest host @MileyCyrus. https://t.co/BOLcZ1D8bu https://t.co/47ivPI3RCO,0
@TheEllenShow,9/29/16 20:40,@MileyCyrus,I had no idea @MileyCyrus did such a good impression of me. https://t.co/mufi3Qb9E0 https://t.co/h5awoULt8x,1
@TheEllenShow,9/29/16 20:02,@MileyCyrus,"You gave all you had for #CatWeek. Love you, Miley. RT @MileyCyrus: .@TheEllenShow Love you Ellen! Feel better soon https://t.co/d1bPQvyhUQ",1
@TheEllenShow,9/29/16 19:50,@MileyCyrus,That time Elsa and Hannah Montana were talking about Disney. @MileyCyrus @IdinaMenzel https://t.co/J57ygqT1xt,0
@TheEllenShow,9/28/16 23:58,@MileyCyrus,"The bad news is Im sick &amp; cant tape my show today. The good news is @MileyCyrus dropped everything to host for me. Thanks, Miley!",-1
@TheEllenShow,9/27/16 17:50,@KatyPerry,Happy #NationalVoterRegistrationDay! @KatyPerry https://t.co/soyP0hX373,1
@TheEllenShow,9/19/16 22:22,@KanyeWest,"Welcome to Instagram, @KanyeWest! We were NOT on there looking at your wife. https://t.co/JVP2hBVbB3",1
@TheEllenShow,9/14/16 19:03,@ArianaGrande,.@ArianaGrande loves talking about Mac Miller. https://t.co/gk49VRMz75,0
@TheEllenShow,9/8/16 20:32,@katyperry,RT @katyperry: Don't miss these happy tears today!  https://t.co/kn1enNdDi5,1
@TheEllenShow,9/8/16 17:43,@KatyPerry,"This is one of the most emotional segments to ever happen on my show. Thank you, @KatyPerry. https://t.co/ZIR8nZ00mM https://t.co/xIcDhIeSfv",1
@TheEllenShow,9/7/16 21:57,@KingJames,I shot hoops with @KingJames. https://t.co/cm9GqEsTCF https://t.co/rwqk5KBRvV,0
@TheEllenShow,9/4/16 18:59,@Oprah,Look who surprised everyone on my season premiere? @Oprah! https://t.co/Ic9naJxGeB,1
@TheEllenShow,8/11/16 19:33,@Oprah,"I would love to, but @Oprah is using my plane. https://t.co/RaPbImNFGv",1
@TheEllenShow,8/4/16 18:09,@BarackObama,"Happy birthday, President @BarackObama. This year you get to move on and pursue your true passion... being my guest DJ.",1
@TheEllenShow,7/22/16 18:40,@SelenaGomez,"I hope these people have a happy birthday today! Who are  @SelenaGomez, @DavidSpade, and Alex Trebek.",1
@TheEllenShow,6/20/16 3:19,@KingJames,Such an incredible basketball game! Congrats @KingJames and congrats to the whole city of Cleveland. @cavs #nbafinals,1
@TheEllenShow,6/8/16 18:05,@KanyeWest,"Happy birthday, @KanyeWest! I love you as much as you do.",1
@TheEllenShow,6/3/16 23:32,@BarackObama,"The sale of ivory is now illegal in the US. Thank you, @BarackObama. Love, me and the elephants. https://t.co/zRJH7WsUPa",0
@TheEllenShow,5/19/16 21:29,@KanyeWest,Its hard to remember the rules when @KanyeWests around. https://t.co/StQctSwTkA https://t.co/dP4yBKB7JF,-1
@TheEllenShow,5/19/16 18:30,@KanyeWest,".@KanyeWest had a lot to say on my show. Like, a lot. https://t.co/n5teUiaaQL https://t.co/monULJQxUA",0
@TheEllenShow,5/19/16 16:39,@KanyeWest,"I never know what my friend @KanyeWest is going to say or do on my show, but I always love it when hes here.",1
@TheEllenShow,5/18/16 21:44,@Drake,"I scared @Drake, and boy, did he jump(man). https://t.co/4pvExBNx7x https://t.co/HHCzWI0iYE",0
@TheEllenShow,5/18/16 18:17,@Drake,I played Never Have I Ever w/ @JaredLeto &amp; @Drake. Theres not a lot theyve never ever done https://t.co/Y0xMzVXcjp https://t.co/mt6FVlQRBb,0
@TheEllenShow,5/16/16 21:55,@JTimberlake,.@JTimberlake has something to show me tomorrow. OMJ! I hope its not in a box.,0
@TheEllenShow,5/16/16 18:17,@Adele,".@Xtina showed off her impressions of @Adele, @Rihanna, @Beyonce &amp; more. It was insane. https://t.co/99ebJhPW0C https://t.co/8Mi71qnCJn",-1
@TheEllenShow,5/5/16 20:57,@Adele,Happy #CincoDeMayo and happy birthday @Adele! Hola. Soy yo.,1
@TheEllenShow,4/19/16 21:20,@Adele,.@DavidSpade told me about meeting @Adele at a restaurant. Im sure she was just as excited. https://t.co/GCdkckUGbL https://t.co/kglNv9rUsV,1
@TheEllenShow,4/13/16 18:13,@KingJames,.@KingJames is on my show today. No bigs. https://t.co/RIo2BqUtbs https://t.co/g6RklVxl3o,0
@TheEllenShow,4/7/16 21:25,@NICKIMINAJ,#TBT to that time in South Africa with @NICKIMINAJ. https://t.co/QXMn6KK1u7,0
@TheEllenShow,4/7/16 20:56,@NickiMinaj,I asked @NickiMinaj about that GIGANTIC diamond ring on a certain finger.  https://t.co/WFyO040wF3 https://t.co/5O9LWQGqKP,1
@TheEllenShow,4/7/16 18:49,@NICKIMINAJ,.@NICKIMINAJ got fo reals real with me during a live stream on Facebook during my show today https://t.co/o1r5Nqh9PE https://t.co/6i8QkN2Arv,1
@TheEllenShow,3/30/16 21:05,@KimKardashian,.@KimKardashian let me borrow her bars. #BackstageAtEllen https://t.co/mHQw1N8dKS,0
@TheEllenShow,3/28/16 15:53,@LadyGaga,"Happy birthday, @LadyGaga! Today you can wear whatever you want and no one can say a thing!",1
@TheEllenShow,3/24/16 20:14,@JTimberlake,".@JessicaBiel is here today to gush all about our crush, @JTimberlake. https://t.co/D8gJqBfIL0 https://t.co/1HHPamRhlW",0
@TheEllenShow,3/17/16 18:28,@Adele,"Top o the mornin to ya. These Irish fellows singing @Adele went viral, &amp; now I have em on me show #StPatricksDay https://t.co/ztv7GALIJI",1
@TheEllenShow,3/17/16 1:13,@JustinBieber,Spirit Airlines wants to know if its too late now to say sorry about that @JustinBieber brawl. https://t.co/y59kgsqC79,-1
@TheEllenShow,3/15/16 22:04,@KimKardashian,"Today I helped end the Twitter feud between @KimKardashian &amp; @BetteMidler. Well, sort of. https://t.co/XlE2XWlLUd https://t.co/3xxYoELu7S",0
@TheEllenShow,3/10/16 19:20,@KimKardashian,".@KimKardashians nude selfie may have gone viral, but believe meyou havent seen everything https://t.co/wWwaymCjJQ https://t.co/WjU0zVnxZD",0
@TheEllenShow,3/4/16 19:14,@JustinBieber,".@JustinBieber turned 22 this week, so Im giving away 2 tix to every single stop on his tour. This is not a drill. https://t.co/CEE0YT2o0e",-1
@TheEllenShow,3/2/16 5:58,@Adele,"Hey, UK! @Adele is on my show today! I dont know if youre familiar with her, but shes a big hit over here in the States. #ElleyOnTheTelly",1
@TheEllenShow,3/2/16 1:01,@JustinBieber,"In honor of @JustinBieber's bday, I put together a little montage of moments between Justin &amp; his favorite lady. Me. https://t.co/Tx8lfGGL3m",1
@TheEllenShow,3/1/16 21:32,@JustinBieber,"Happy birthday, @JustinBieber. Wherever you are, I hope youre having fun, and are fully clothed.",1
@TheEllenShow,3/1/16 19:06,@JustinBieber,"Happy birthday, @JustinBieber! I can't believe you're 22. https://t.co/lMY6NvljPV",1
@TheEllenShow,3/1/16 18:30,@kanyewest,I really didn't mean to get @kanyewest punished. https://t.co/E1VtCpIscz https://t.co/PffFxi5SNo,-1
@TheEllenShow,2/29/16 22:56,@LadyGaga,"Andy was on the #Oscars carpet w/ some of the biggest stars @LadyGaga, @JaredLeto &amp; Jim Beam https://t.co/WoDKeaBw9I https://t.co/HBti61QC4b",0
@TheEllenShow,2/29/16 4:36,@ladygaga,Congrats @samsmithworld on a beautiful speech and @ladygaga on a moving performance #Oscars,1
@TheEllenShow,2/24/16 19:02,@Adele,I learned a whole lot about @Adele in this round of 5 Second Rule. https://t.co/CUuEViW4Jk https://t.co/8vqUDlbv05,0
@TheEllenShow,2/20/16 18:12,@Rihanna,"Happy birthday, @Rihanna!Thank you for naming your new album after me. Love, Anti Ellen",1
@TheEllenShow,2/19/16 22:15,@Drake,.@RebelWilson played Who'd You Rather? and things got pretty Drizzy. @Drake https://t.co/eQ6Xu9ZcBU,1
@TheEllenShow,2/19/16 18:55,@justinbieber,"Balang is here with another show-stopping performance. @justinbieber, I hope youre watching. https://t.co/oGWCA43cK4",0
@TheEllenShow,2/18/16 22:42,@Adele,.@Adele told me about what happened at the Grammys. #Adellen https://t.co/f3tjVmavHE,0
@TheEllenShow,2/18/16 21:24,@Adele,Today made me so happy. Thank you @Adele. #Adellen https://t.co/xzGEu56b3I,1
@TheEllenShow,2/18/16 19:24,@Adele,I sent @Adele to Jamba Juice for what might be one of my favorite hidden camera pranks ever. #Adellen https://t.co/2WhMBzjMgl,1
@TheEllenShow,2/18/16 18:42,@Adele,"If you saw @Adele perform All I Ask on the Grammys, all I ask is that you watch her perform it on my show #Adellen https://t.co/aFUbWgyAcQ",0
@TheEllenShow,2/16/16 21:40,@BarackObama,"If you wondered what @POTUS @BarackObama talked about during commercial breaks, heres an exclusive clip. https://t.co/UAuf1nul2a",0
@TheEllenShow,2/16/16 20:59,@BarackObama,I love this photo of @BarackObama and me. @POTUS https://t.co/lpaU3SCx4d,1
@TheEllenShow,2/16/16 3:42,@justinbieber,".@justinbieber, you never disappoint. #GRAMMYs",0
@TheEllenShow,2/16/16 3:41,@ladygaga,".@ladygaga, that was so great. You're always going to another level. #GRAMMYs",1
@TheEllenShow,2/16/16 1:52,@ddlovato,OMG @ddlovato #GRAMMYs,0
@TheEllenShow,2/15/16 20:26,@BarackObama,Happy #PresidentsDay @BarackObama @POTUS https://t.co/l1Fz3tkUTV,1
@TheEllenShow,2/15/16 19:31,@ddlovato,Check out @ddlovato performing with @falloutboy. And you thought your day off couldn't get any better. https://t.co/sI8rLjxy7F,1
@TheEllenShow,2/14/16 21:44,@TaylorSwift13,"Hey @TaylorSwift13, remember the first time we met? Sending you lots of love and luck for tomorrow. #Grammys https://t.co/z4ugAf9I4O",1
@TheEllenShow,2/14/16 18:30,@BarackObama,.@FLOTUS is one lucky lady. @POTUS @BarackObama https://t.co/euGag31Vd9,1
@TheEllenShow,2/14/16 1:07,@JustinBieber,Wishing you luck on Monday. @JustinBieber! Remember where you came from. #Grammys https://t.co/GKe4vJqH4O,0
@TheEllenShow,2/13/16 5:48,@Drake,Demarjay met @Drake at the NBA All-Star game. I love this photo. https://t.co/oEHot8v9ip,1
@TheEllenShow,2/12/16 20:15,@BarackObama,Macey meets the President. @BarackObama @POTUS https://t.co/FJPz5Kszoe,0
@TheEllenShow,2/12/16 17:23,@BarackObama,A day with @BarackObama that I will never forget. @POTUS https://t.co/58a9Nno1u8,0
@TheEllenShow,2/12/16 0:59,@BarackObama,Selfie with the Chief. @BarackObama @POTUS https://t.co/ggivtyPi6j,0
@TheEllenShow,2/12/16 0:09,@BarackObama,Im ready to Barack and baroll. @POTUS @BarackObama,1
@TheEllenShow,2/11/16 23:42,@BarackObama,This is the photo I took right before secret service tackled me. You can almost see @BarackObamas shoe. https://t.co/SP4bYzAOpf,-1
@TheEllenShow,2/11/16 22:30,@BarackObama,".@BarackObama was here in 2007, and tomorrow hes barack. I mean back. #TBT @POTUS
https://t.co/LKU0eS0GXF",-1
@TheEllenShow,2/11/16 21:53,@BarackObama,"RT @BarackObama: Marriage equality may be the law of the land, but there's more work to do to end discrimination. Join the fight: https://t",1
@TheEllenShow,2/11/16 21:09,@NickiMinaj,"I'll be watching you at the #Grammys this Monday, @NickiMinaj. #TBT https://t.co/CYNDYVltbc",0
@TheEllenShow,2/10/16 22:10,@ddlovato,".@ddlovato told me shes ready for a ring. I hope youre listening, @WValderrama. https://t.co/APGoZZwILH",1
@TheEllenShow,2/10/16 20:58,@Adele,.@Adele is on my show next Thursday. Youre welcome.,1
@TheEllenShow,2/10/16 19:11,@Rihanna,Its National Umbrella Day! Im celebrating with @Rihanna.,0
@TheEllenShow,2/10/16 18:38,@ddlovato,This performance by @ddlovato is unreal. https://t.co/869WiDIPvh,0
@TheEllenShow,2/7/16 23:43,@ladygaga,"Love you so much, @ladygaga. I'm so glad I loaned you my jumpsuit.",1
@TheEllenShow,2/5/16 19:59,@Rihanna,.@Rihanna and I sang some @BonJovi in the commercial break. https://t.co/bUwJ7kMo2e,0
@TheEllenShow,2/5/16 15:11,@BarackObama,"Confirmed! President @BarackObama is on my show next Friday! And hes gonna play
Never Have I Ever""! That part is uncomfirmed.",1
@TheEllenShow,2/4/16 21:52,@Rihanna,".@Rihanna told me about boys, parties, and karaoke. I know about at least 2 of those. https://t.co/arLwpNW8Kb",-1
@TheEllenShow,2/4/16 20:29,@Rihanna,.@Rihanna is going on tour! And I'm giving out free tickets right here. https://t.co/hFUWF6aai9,1
@TheEllenShow,2/4/16 18:00,@Rihanna,"There may be nothing more fun than playing ""Never Have I Ever"" with George Clooney and @Rihanna. https://t.co/QcjCzzIVAX",1
@TheEllenShow,1/31/16 19:51,@Jtimberlake,"Happy birthday to my brilliant and adorable friend, @Jtimberlake.",1
@TheEllenShow,1/29/16 18:51,@Oprah,"Happy birthday, @Oprah! I wanted to make your birthday as special as you made mine. Im hiding in your hamper.",1
@TheEllenShow,1/25/16 18:42,@JustinBieber,.@KourtneyKardash &amp; @JustinBieber are just friends. But I'm leaving this poll here anyway. https://t.co/ntXxfn3yiM,0
@TheEllenShow,1/12/16 19:38,@KevinHart4Real,.@KevinHart4Real saved @LadyGagas life. https://t.co/r3jalvsbYp,0
@TheEllenShow,1/6/16 1:41,@JLo,We all know @JLo likes to drop it. https://t.co/JM9iWYdjfN,0
