,sentiment,text
229,1,"RT @HillaryClinton: ""Thank you, @BernieSanders. Thank you for your leadership and your support in this campaign. Hillary"
230,1,This election is enormously important for the future of this country. It is imperative that we elect @HillaryClinton as our next president.
231,1,RT @HillaryClinton: Tune in for a live conversation on making college affordable for all with Hillary and @BernieSanders at @UofNH  https:
232,0,WATCH: Bernie and @HillaryClinton discuss how we make college affordable for every American. https://t.co/bubMZaFdQf
233,1,.@HillaryClinton is right: Private prisons are a disgrace. Corporations should not make profits off the imprisonment of fellow Americans.
234,1,Donald Trump wants to give billions of dollars in tax breaks to the top 1%. @HillaryClinton knows the wealthiest mu https://t.co/FnvgYGAmuo
235,1,On the issue of climate change @HillaryClinton has a strong plan to transform our energy system. Donald Trump? He t https://t.co/OiMNAmopJO
236,-1,.@realDonaldTrump's plan to eliminate the estate tax wouldn't help working families. It's a $4 billion tax break for his own family.
237,1,.@HillaryClinton understands we need a tax system which asks billionaires to pay their fair share &amp; reduces the obscene level of inequality.
238,-1,.@realDonaldTrumps solution to massive inequality is to provide a tax break worth $353 billion to the top 0.2% by ending the estate tax.
239,1,"When @HillaryClinton says shes going to make public colleges and universities tuition-free, you know what? That's a very big deal."
240,1,"""In large part because of all of you, I am convinced that America's best days are ahead of us."" @HillaryClinton https://t.co/0QmvWXibPw"
241,1,"I happen to believe, and @HillaryClinton happens to believe, that if you work 40 hours a week you should not be living in poverty."
242,1,"RT @TheDemocrats: ""If you look at the issues... @HillaryClinton by far is the superior candidate."" -@BernieSanders https://t.co/Iw9pxGbuIS"
243,1,I congratulate @HillaryClinton on this historic achievement. We are stronger together.
244,1,RT @HillaryClinton: Stronger together. https://t.co/9x1zuMqFfs
245,-1,"If @realDonaldTrump wants to open the door to racism, it is our job to shut that door, and shut it tight."
246,0,RT @HillaryClinton: Watch live as @BernieSanders joins Hillary on the trail in New Hampshire. https://t.co/RUABHM1QBG
247,1,".@HillaryClinton has won the Democratic nominating process, and I congratulate her for that. 
https://t.co/FrKbEmyuC6"
248,1,RT @BenJealous: .@HillaryClinton is against the TPP. @BernieSanders is against the TPP. Lets not be bureaucrats  lets be leaders. #StopT
249,1,Today's proposal by @HillaryClinton is an important step toward expanding health insurance and health care access to millions of Americans.
250,1,I applaud @HillaryClinton for the very bold initiative she has just brought forth for the financing of higher education.
251,1,RT @DFAaction: Both @BernieSanders and @HillaryClinton opposed the #TPP. #DemPlatform should reflect their opposition. #StopTPPNow https://
252,-1,"My supporters are smart enough to know that we do not want a bigot to become president of the United States. 
cc: @realDonaldTrump"
253,-1,".@realDonaldTrump's agenda of tax cuts for the rich, lower wages and divisive, bigoted rhetoric is contrary to everything we stand for."
254,1,I look forward to working with @HillaryClinton in the coming weeks. https://t.co/f5zcVRgfnv
255,-1,"This campaign is about defeating @realDonaldTrump, the Republican candidate for president. #OurRevolution https://t.co/exfWylcYbd"
256,1,I am delighted that @realDonaldTrump has agreed to debate. Lets do it in the biggest stadium possible.
257,-1,"RT @nowthisnews: .@BernieSanders is actually outpolling @HillaryClinton is multiple head-to-head match-ups with Donald Trump
https://t.co/v"
258,-1,"RT @LatinoUSA: National Poll of Candidates: @realDonaldTrump Has Highest Unfavorables with Latinos, While @BernieSanders Has Lowest https:/"
259,1,"""I think we did a great deal to help the Libyan people.""  @HillaryClinton 
Just wanted that one on the record."
260,-1,Gas lobbyists aren't bundling money for @HillaryClinton to get her on their side. They donate to her because she is already on their side.
261,-1,"RT @MartinOMalley: Said this in 2012 about @MittRomney's tax returns, I'll say it today: @HillaryClinton should release the Wall Street tra"
262,-1,"While @HillaryClinton was campaigning for mass incarceration in the crime bill, Bernie spoke against it: 
https://t.co/d058iL5zuX #DemDebate"
263,-1,"You can either be for a $15 an hour federal minimum wage or against it. It cant be both, @HillaryClinton. #DemDebate"
264,-1,"Millions of people are standing up, @HillaryClinton. $12 is not enough.  Let's raise the federal minimum wage to $15 an hour. #DemDebate"
265,-1,Does @HillaryClinton believe money has no influence in politics? Seems to contradict her issues page here: https://t.co/NrIjBHJ1ov
266,1,"Its me, Bernie Brooklyn Born Sanders and guess what @TedCruz, I have New York values.  https://t.co/5Tiy2Gpt6h https://t.co/KsYC4PUifa"
267,-1,"RT @350action: Climate leaders don't frack. As president, will @HillaryClinton ban fracking? https://t.co/YvPiupJpl9"
268,0,"That's just a ""single issue"" where @HillaryClinton and I differ."
269,-1,"In 2008, @HillaryClinton said that welfare should not be an anti-poverty program. I disagree."
270,-1,"Unfortunately, @HillaryClinton supported this bill calling it a critical first step to reforming our nations welfare system."
271,-1,"Campaign money bundled by fossil fuel lobbyists:
 $1.46 million for @HillaryClinton 
 $0 for @BernieSanders"
272,-1,"RT @MarkRuffalo: .@HillaryClinton Your ""safe and responsible"" fracking has brought us air and H2o contamination, earthquakes, bomb trains,"
273,-1,"The truth is that @HillaryClinton has relied heavily on funds from oil, gas and coal industry lobbyists.""
https://t.co/fydF70rDx1"
274,-1,"RT @mjbeckel: Portion of campaign $$ from donors who have given legal max:
@HillaryClinton: 51%
@BernieSanders: 3%
https://t.co/gJyRsf0oWk"
275,-1,RT @clairesandberg: .@HillaryClinton comes out in support of a ban on #fracking in NYabout five years later than we needed her to. https:/
276,-1,Yet wealthy kids under @HillaryClinton's plan wouldn't have to work 10 hrs a week. Kids from working families would. https://t.co/7corebjwhe
277,-1,"You should be willing to debate anytime, anywhere.  @HillaryClinton in 2008.
https://t.co/UruLT1afY3"
278,0,"RT @Morning_Joe: Dem Poll: @BernieSanders 49%, @HillaryClinton 48% https://t.co/EmK2QT66Mt"
279,-1,I agree. But heres the difference: I support a $15 federal minimum wage. @HillaryClinton does not. https://t.co/uShRjWcdiJ
280,0,"RT @BPEricAdams: Any candidate  @HillaryClinton, @BernieSanders, or otherwise  should be fortunate to have the grit &amp; tenacity that defin"
281,0,"RT @TheBradMielke: Coming off 3 sweeping victories yesterday, @BernieSanders challenges @HillaryClinton to debate on her home turf: New Yor"
282,-1,RT @keithellison: We must stand together against terror. @realDonaldTrump &amp; @tedcruz embrace fear &amp; hatred by proposing torture &amp; racial pr
283,-1,Wonder how many $27 contributions @HillaryClinton got at her fundraiser hosted by the NRA lobbyist: https://t.co/w8IHpJ5Vo6
284,-1,.@HillaryClinton should stop taking NRA lobbyist money. https://t.co/w8IHpIOjZw
285,-1,"RT @ThisWeekABC: WATCH: @BernieSanders says @realDonaldTrump's claim he organized protesters at Trump rally is ""totally untrue."" https://t."
286,-1,.@HillaryClinton and party allies are disenfranchising worker-class delegates at Polk County Iowa Democratic Convention.
287,-1,Effort under way right now by @hillaryclinton and party allies to steal Polk County Iowa conv. election Bernie won earlier today.
288,1,"If elected, I won't send the TPP to Congress and will continue to fight efforts to pass it. I urge @HillaryClinton to join me."
289,0,Only one candidate has a plan to get to universal health care coverage. How would @HillaryClinton get there? #UnivisionDebate
290,-1,"Why does @HillaryClinton think it's okay for Trump's kids to go to elementary, middle, and high schools for free, but not colleges?"
291,-1,"""The banks of NY and our other financial institutions are probably the biggest winners."" - @HillaryClinton on the ""auto"" bailout in 2008."
292,-1,".@HillaryClinton doubles down on ""negative tactics"" and dishonesty described earlier by The New York Times: https://t.co/dfOag8mP01"
293,0,We have laws. - @HillaryClinton #DemDebate https://t.co/OyheqgUGzw
294,0,"Como presidenta, yo me opondr a darle licencias de conducir a personas indocumentadas  @HillaryClinton en 2007. #DemDebate"
295,-1,"""As president, I will not support drivers licenses for undocumented people..."" - @HillaryClinton in 2007"
296,0,"""I am, you know, adamantly against illegal immigration. - @HillaryClinton.
https://t.co/XyBZfjGyqP"
297,-1,"Last night, @HillaryClinton went out of her way to mischaracterize my vote on the auto bailout. https://t.co/n6g6Rf9jnq"
298,-1,"RT @tomlobianco: ""Share that speech with the American people!"" @BernieSanders pressing @HillaryClinton for Goldman Sachs speeches"
299,1,RT @HillaryClinton: Another way we can help the kids and families of Flint: donate what you can to https://t.co/XKJUx3KplA. #DemDebate http
300,-1,Bernie doesn't ever support fracking. @HillaryClinton does. Big difference. #DemDebate
301,-1,"Bernie was one of the first, not one of the last, to oppose the job-killing TPP. #DemDebate
cc: @HillaryClinton"
302,1,We're glad that @HillaryClinton has finally joined us in calling for Gov. Snyder's resignation. #DemDebate
303,0,"RT @CNN:  Who: @HillaryClinton &amp; @BernieSanders
 What: CNN #DemDebate
 When: Tonight at 8p ET
 Where: Live from Flint, MI
https://t.co/"
304,0,RT @FoxNews: 'A Very Encouraging Night': @SenTedCruz Reacts to @realDonaldTrump's Address https://t.co/oDr5doJKUN
305,0,RT @Havranek5News: .@realDonaldTrump calls for swift confirmation in Senate for Neil Gorsuch for SCOTUS
306,0,"RT @realDonaldTrump: Venezuela should allow Leopoldo Lopez, a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) out"
307,0,RT @JimDeMint: At 9pm ET I'll be watching #CNNDebateNight - @tedcruz and @BernieSanders tackling Obamacare. This should be good.
308,0,RT @TheLeadCNN: .@jaketapper &amp; @DanaBashCNN moderate a live debate with @TedCruz and @BernieSanders tonight. 9p ET #CNNDebateNight https://
309,0,RT @CNNPolitics: The future of Obamacare: Whats next? @TedCruz and @BernieSanders debate at 9 p.m. ET #CNNDebateNight https://t.co/zp0bYWY
310,0,"RT @CPAC: .@tedcruz vs. @BernieSanders 
To repeal or not to repeal #Obamacare
Watch @CNN tonight at 9 PM EST #CNNDebateNight"
311,0,RT @politico: CNN to air debate between @BernieSanders and @tedcruz https://t.co/QLaL6uOlYt https://t.co/8U5piclNSJ
312,-1,RT @realDonaldTrump: If U.C. Berkeley does not allow free speech and practices violence on innocent people with a different point of view -
313,0,RT @CNNPR: .@TedCruz and @BernieSanders to debate future of Obamacare on @CNN at 9p ET on Feb. 7th https://t.co/lFdMD6JSzv https://t.co/9rR
314,0,"RT @PatrickSvitek: .@TedCruz will debate @BernieSanders on Obamacare next Tuesday, @CNN just announced."
315,0,RT @realDonaldTrump: I have made my decision on who I will nominate for The United States Supreme Court. It will be announced live on Tuesd
316,0,"RT @foxnation: .@SenTedCruz to @oreillyfactor: President @realDonaldTrump, Unlike Obama, Supports Kate's Law: https://t.co/Y23M9GhATW"
317,1,"RT @realDonaldTrump: power from Washington, D.C. and giving it back to you, the American People. #InaugurationDay"
318,1,"RT @realDonaldTrump: Today we are not merely transferring power from one Administration to another, or from one party to another  but we a"
319,0,"RT @dallasnews: U.S. Sen. @tedcruz: @POTUS in denial about @realDonaldTrump's election
https://t.co/iWirlPTzRl"
320,0,RT @RepGosar: No president has abused the Antiquities Act more than Obama. @realDonaldTrump should immediately undo Obama's #LameDuckLandGr
321,-1,"RT @charliekirk11: .@BernieSanders says we shouldn't have a ""country run on greed""
What country hasn't been run on greed?
Milton Friedman"
322,1,RT @realDonaldTrump: We cannot continue to let Israel be treated with such total disdain and disrespect. They used to have a great friend i
323,1,RT @Gundisalvus: How did the Castros celebrate 2nd anniversary of Obama opening? By taking another American hostage. @realDonaldTrump https
324,1,"RT @IsraeliPM: President-elect @realDonaldTrump, my friend,
Congratulations on being elected President of the USA. You are a great friend o"
325,1,RT @mike_pence: .@realDonaldTrump and I are grateful to stand shoulder-to-shoulder on the trail with one of America's great conservative le
326,-1,"RT @AmbJohnBolton: If I had done what @HillaryClinton has done, I'd be in the slammer. #ClintonEmails https://t.co/Yyao6XzTh3"
327,-1,RT @FoxBusiness: .@tedcruz released a statement regarding the #FBI investigation of @HillaryClinton. https://t.co/Oe30gZIauB
328,-1,RT @frankthorp: BIG: The FBI is reopening its investigation into @HillaryClinton's email server. Here's the letter from the FBI to Congress
329,0,"RT @JoeTalkShow: Miss my interview with @tedcruz ?  No worries.  Here you go.  https://t.co/zBJS5ftOuW
@realDonaldTrump @EricTrump #Interne"
330,1,RT @hughhewitt: Audio/transcript @tedcruz intv this AM on debate and his endorsement of @realDonaldTrump: https://t.co/XM89KaY6OZ
331,1,Appreciate @realDonaldTrumps support of our efforts to keep the internet free: https://t.co/gc4aRustpx
332,-1,"RT @BretBaier: The FBI found 15,000 emails @HillaryClinton didnt turn over. https://t.co/aigh6tuLRM via @washingtonpost"
333,1,RT @TeamTedCruz: Sen. @TedCruz and @realDonaldTrump had a good meeting this morning. Read more &gt; https://t.co/7GCbnzDYgL
334,1,"RT @DavidIRamadan: This kid is great -- MUST WATCH @tedcruz, he even impersonated your tweet 
@jimmyfallon @DailyCaller  https://t.co"
335,1,RT @FaceTheNation: .@realdonaldtrump cannot win a majority and it's why he wants to change the rules and rig the system - @tedcruz https://
336,-1,RT @cbs11jack: #NEW @tedcruz attacks @realDonaldTrump for giving $ to #California's 3 top #Democrats. Cruz speaks to #GOP. @CBSDFW https://
337,-1,"RT @FoxNews: .@tedcruz: One of the greatest frauds in modern electoral history is @realDonaldTrump pretending to be an outsider."" #Hannity"
338,-1,RT @FoxNews: .@tedcruz said @johnboehner &amp; @HillaryClinton &amp; @realDonaldTrump are all part of the same corrupt system. https://t.co/4CTLi
339,-1,RT @theblaze: It is not acceptable: @tedcruz calls out leftist agitators for trying to silence @realDonaldTrump: https://t.co/tipnYSm
340,-1,"#CruzCrew help us fight back against @realDonaldTrump and the #WashingtonCartel
Donate &gt;&gt;&gt; https://t.co/eEibXI5A7z https://t.co/KBbT2gYiC4"
341,-1,"Back when @realDonaldTrump wasnt pretending to be an outsider, he wrote checks to Hillary's presidential campaign.
https://t.co/eDUlwPYmMw"
342,-1,RT @ScottWalker: .@CarlyFiorina is an effective messenger against the Left &amp; will expose @HillaryClinton's hypocrisy &amp; failed agenda. https
343,-1,"Its been 48 days since the last #GOPDebate.
Indiana deserves a debate, @realDonaldTrump: https://t.co/jUPb4WqALJ"
344,-1,.@TedCruz Issues Challenge to @RealDonaldTrump: Debate in Indy https://t.co/NVwYf7Xmd0
345,-1,RT @JamesGherardi: .@tedcruz is calling on @realDonaldTrump to have a debate in Indiana before the May 3rd primary... https://t.co/VnpRrhny
346,0,Its been 47 days since weve had a #GOPDebate. Lets debate @realDonaldTrump! https://t.co/JP3kDyZMli
347,0,RT @tonykatz: I offered to host a proposed debate btwn @tedcruz and @realdonaldtrump. Cruz said yes. I hope Trump agrees. @93wibc https://t
348,0,"RT @tonykatz: I hope @realdonaldtrump will consider, and agree to 1on1 w/ @tedcruz before the #IndianaPrimary #primary500 https://t.co/4b4P"
349,-1,"RT @FoxNews: .@tedcruz: ""If I'm the nominee, we beat @HillaryClinton."" #FoxNewsTownHall https://t.co/t7Ol64xiJj"
350,0,"RT @FoxNews: .@tedcruz: ""I can't wait to stand on a debate stage with @HillaryClinton."" #FoxNewsTownHall https://t.co/9cokMWGVUi"
351,0,RT @weeklystandard: New @TedCruz ad shows what @HillaryClinton's war room must be like https://t.co/mdWpUbPNLW https://t.co/CWQqCiKH8W
352,0,RT @IndyThisWeek: .@tedcruz challenges @realDonaldTrump to debate in Indiana before #INPrimary @rtv6 https://t.co/kODdlZgtz4
353,0,"RT @dangallo: At a gaggle after @tedcruz rally, he said @realDonaldTrump's ""entire campaign apparatus now is a Washington lobby apparatus."""
354,0,RT @weeklystandard: New @TedCruz ad gives a peek into what @HillaryClinton's oppo on @realDonaldTrump must look like https://t.co/Md20Ot8R3y
355,-1,RT @TeamTedCruz: ICYMI: @realDonaldTrump: I'm all for RAISING TAXES on the rich https://t.co/0JgePXtsRs
356,-1,"Common sense: grown men shouldn't be in bathrooms w/ little girls. @realDonaldTrump told us he could be PC, but wow. https://t.co/WB93ATZYy4"
357,0,"We should debate before Pennsylvania goes to the polls on Tuesday, @realDonaldTrump #GOPDebate https://t.co/BXnQILGdGL"
358,-1,"RT @alicetweet: .@chucktodd - @realDonaldTrump got wiped out in an another delegate race. @tedcruz sweeps all 14 delegates in Wyoming."" #MTP"
359,-1,"Perhaps @realDonaldTrump doesn't know what the word ""great"" means... #ChooseCruz
https://t.co/hVaI6BN0B1"
360,-1,"RT @loriannlarocco: ""@realDonaldTrump  won't release his taxes which is unprecedented."" @tedcruz @SquawkCNBC @CNBC https://t.co/A2vSX4X4xn"
361,0,TONIGHT: Ill join @JimmyFallon on @nbc's @FallonTonight at 11:35 pm ET -- you wont want to miss it! https://t.co/JqlqykbPKi
362,0,"RT @jimmyfallon: Tonight: @hughlaurie, Presidential Candidate @tedcruz, music from @1future &amp; your #MyGeniusIdea tweets! #FallonTonight"
363,-1,RT @CoryGardner: .@tedcruz showed up to the @cologop convention. @realDonaldTrump only sent a surrogate. Cruz swept. Elections are won by t
364,-1,"RT @kudialisLVSun: .@tedcruz to @RJC, ""we have beat @realDonaldTrump in 10 straight elections in four different states"""
365,0,"RT @BrandonRittiman: At CO GOP convention, @tedcruz had things to say about @realDonaldTrump. Full interview on #BOP:
#COpolitics #9NEWS ht"
366,-1,RT @weeklystandard: Exit Poll: GOP Voters Like Sound of @TedCruz Presidency Far More than @realDonaldTrump or @JohnKasich Ones https://t.co
367,-1,See who @realDonaldTrump donated to here: https://t.co/mBA1Sg13xX https://t.co/LBggQSx6Qu
368,-1,"Where @realDonaldTrump's donations go: https://t.co/mBA1Sg13xX WATCH --&gt;
https://t.co/6t3Qtzbo1K"
369,-1,Learn more about @realDonaldTrump's donations --&gt; https://t.co/mBA1Sg13xX https://t.co/EB6oVsAzil
370,-1,The @realDonaldTrump: a record of funding politicians like... https://t.co/mBA1Sg13xX https://t.co/qsqkcvncuR
371,-1,".@realDonaldTrump has supported Democrat politicians who have made it difficult for average Americans to get ahead.
https://t.co/sMXw3yBFVr"
372,-1,RT @weeklystandard: .@TedCruz Outperforms @realDonaldTrump in North Dakota https://t.co/e1v9X73N6u https://t.co/DECsUrTrcL
373,-1,"RT @SteveDeaceShow: Only 7% of Colorado delegates are for @realDonaldTrump -- yikes. 
https://t.co/FbZhdqfABq"
374,1,Happy to hear @realDonaldTrump accepted my challenge to debate one-on-one: https://t.co/mikc6fXZei
375,0,RT @THR: Ted Cruz Tells @jimmykimmel About His Short-Lived Dream of Becoming an Actor https://t.co/VgF5Uz8E0e https://t.co/v0H7rXtSOB
376,0,#CruzCrew: Watch me with @JimmyKimmel  tonight on ABC! #KIMMEL https://t.co/d2mFxDJrqB
377,0,RT @brucereddenjr: .@tedcruz reading #meantweets on @jimmykimmel Show #CruzToVictory #CruzCrew #Cruz2016 #ChooseCruz https://t.co/TMlhWAq4bi
378,0,RT @catblackfrazier: Cruz talks to Milwaukee media before stop at Sobleman's Pub! Calls on @realDonaldTrump to debate at @CNN townhall http
379,-1,"RT @FoxNews: .@tedcruz: @realDonaldTrump responded by directly going after my wife, Heidi. By threatening my wife, by attacking her..."" #H"
380,-1,RT @FoxNews: .@tedcruz: I have never said a negative word about @realDonaldTrump's wife or anyone in his family &amp; nor would I. https://t.
381,0,"Help us #CruzToVictory --&gt; https://t.co/GdbvR7GUTN
@tedcruz: 36.2%
@realDonaldTrump: 31.4%
@JohnKasich: 20.8%
https://t.co/cALyaqD8Mh"
382,0,"RT @weeklystandard: Wisconsin Poll: @TedCruz 36, @realDonaldTrump 31, @JohnKasich 21 https://t.co/q6ALJmUt9P https://t.co/fUZWDwEwP6"
383,0,"RT @weeklystandard: Wisconsin Poll: @TedCruz 36, @realDonaldTrump 31, @JohnKasich 21 https://t.co/P1xP4zSVWb https://t.co/AEkEDkCP32"
384,0,"RT @RPSDC: @tedcruz edges out @realDonaldTrump, 38% to 35%, in our #LRDinner straw poll. @JohnKasich in 3rd, but with strong showing. #RPSDC"
385,-1,.@realDonaldTrump has a long history of helping to elect liberal Democrats https://t.co/mBA1Sg13xX https://t.co/uMbfWQoC1w
386,-1,Also a recipient of @realDonaldTrumps donations: https://t.co/mBA1Sg13xX https://t.co/mzce2cQ1Q6
387,-1,It should come as no shock that @realDonaldTrump would be a financier of Democrats: https://t.co/mBA1SgiEWx https://t.co/9v5gJhA0Ps
388,-1,"The @realDonaldTrump is no Republican and hes certainly no conservative: https://t.co/mBA1Sg13xX 
He donated&gt; https://t.co/r5gCIOQfuS"
389,-1,"The @realDonaldTrump is no Republican and hes certainly no conservative: https://t.co/mBA1Sg13xX 
He donated&gt; https://t.co/8B3K8YSsji"
390,-1,"RT @FoxNews: Poll: Of remaining GOP contenders, only @realDonaldTrump loses to @HillaryClinton in a head-to-head matchup. https://t.co/YDuo"
391,-1,"The @realDonaldTrump is no Republican and hes certainly no conservative: https://t.co/mBA1Sg13xX 
He donated&gt; https://t.co/HmTY6BNalZ"
392,-1,"The @realDonaldTrump is no Republican and hes certainly no conservative: https://t.co/mBA1Sg13xX 
He donated&gt; https://t.co/2U8oPUSlne"
393,-1,"The @realDonaldTrump is no Republican and hes certainly no conservative: https://t.co/mBA1SgiEWx 
He donated&gt; https://t.co/1hMztLi8Vz"
394,-1,".@realDonaldTrump has supported Democrat politicians who have made it difficult for average Americans to get ahead.
https://t.co/2PJ6HCWfC9"
395,0,"RT @weeklystandard: Wisconsin Poll: @TedCruz 36, @realDonaldTrump 31, @johnKasich 21 https://t.co/TwKKRZvAt0 https://t.co/TQEcJMv8aK"
396,0,"The @realDonaldTrump is a Democrat and should not be our Partys nominee https://t.co/Ix9lAdZwq2 #ChooseCruz
https://t.co/K16ZDsremY"
397,0,RT @FreeBeacon: Free Beacon Poll: @tedcruz Expands Lead Over @realDonaldTrump in Wisconsin https://t.co/SEoUOfB8NI https://t.co/s8kUyyrEVZ
398,0,RT @Phil_Mattingly: .@alicetweet just challenged @realDonaldTrump to join @tedcruz on stage at next week's CNN town ball and debate him 1-o
399,-1,.@realDonaldTrump supports the most liberal New York Democrats https://t.co/Ix9lAdHVyu https://t.co/2aNHHGjEhd https://t.co/6V8mt4479K
400,-1,.@realDonaldTrump is scared of seeing Republicans uniting behind our campaign. https://t.co/V8qNkWHaaq
401,-1,.@realDonaldTrump also gave many gifts to the Democratic party: https://t.co/2aNHHGjEhd https://t.co/sBwf5SvOfZ
402,-1,.@realDonaldTrump is scared https://t.co/V8qNkWHaaq
403,-1,The @realDonaldTrump is a Democrat and should not be our Partys nominee: https://t.co/mBA1SgiEWx https://t.co/oJFc7pDCv2
404,0,Get to know the @realDonaldTrump: https://t.co/mBA1SgiEWx https://t.co/EbdV8gVyQV
405,-1,".@realDonaldTrump has spent decades supporting liberal Democratic politicians. I have not. #ChooseCruz
https://t.co/3owwqEr4kZ"
406,-1,RT @foxnewsvideo: New polls show @tedcruz gaining on @realDonaldTrump @FoxFriendsFirst | https://t.co/Y7vtfEhbYa https://t.co/08ywuX1icY
407,-1,".@realDonaldTrump has been supporting leftwing, liberal Democratic politicians for 40 years.
https://t.co/jceD6Fp8iq"
408,0,"Let's debate, @realDonaldTrump. @oreillyfactor has agreed to moderate.
https://t.co/arqIhiyVkq"
409,-1,"A stark contrast: @realDonaldTrump has been funding leftwing Dems for 40 years. I have no experience with that.
https://t.co/5NLY6r5IVU"
410,0,".@realdonaldtrump, @OReillyFactor has agreed to moderate a debate -- what do you say?
https://t.co/XvyDQe3Lfl"
411,-1,"RT @FoxBusiness: ""@realDonaldTrump's foreign policy is a foreign policy of weakness and isolationism,"" says @tedcruz. https://t.co/UB0NNYHI"
412,0,RT @politico: .@tedcruz proposes that Bill O'Reilly moderate a debate between him and @realDonaldTrump  https://t.co/EdRq52RHXO
413,0,"RT @catblackfrazier: Don't forget to watch @tedcruz on @oreillyfactor, 7PM ET! #Brussels, nat'l security, path to beat @realDonaldTrump htt"
414,1,@jimmykimmel half way through and u haven't missed a moment!  #Oscars
415,1,@jimmykimmel opening#oscars
416,1,"""Just listen to what you heard"" best advice of the night for our nation. Thank you @HillaryClinton #debatenight"
417,1,"""When any barrier falls in America it clears the way for everyone.. When there are no ceilings the sky is the limit!"" Bravo @HillaryClinton"
418,1,@KarenCivil @LovelymarisaT @HillaryClinton @ChelseaClinton the way they looked at and embraced each other. That was love.
419,1,"I believe your home should rise up to meet you. @TheEllenShow you nailed it with HOME.  Tweethearts, grab a copy! https://t.co/iFMnpRAsno"
420,1,@TheEllenShow love and respect you even more after #Masterclass thank you for doing it.
421,1,".@TheEllenShow you're a treasure.
Your truth set a lot of people free.
#Masterclass"
422,1,Hope you all are enjoying @TheEllenShow on #MasterClass.
423,1,"RT @TheEllenShow: I told a story from my @OWNTV's #MasterClass on my show. Normally Id save it all for Sunday, but @Oprah made me. https:/"
424,0,".@TheEllenShow is a master teacher of living her truth &amp; living authentically as herself. #MasterClass tonight 8/7c.
https://t.co/iLT2KgRsSw"
425,1,@wouldnotmind @TheEllenShow yes always fun to be on her show.
426,1,Ran into @5SOS backstage. Fun times with @TheEllenShow today! https://t.co/2PP3W3RzXc
427,1,@Ashton5SOS loved the flowers. Classy of you guys. Great meeting you @TheEllenShow .
428,1,@tpoulos @TheEllenShow had a great time as always with Ellen and her great staff. Always reminded of the camaraderie of TOWS when there.
429,1,RT @KimKardashian: Your honesty has opened the doors for others to be courageous and live an authentic life! #respect #hero #family http://
430,1,Two of my favorite peoplecouldnt stop laughing at this @JLo @JimmyFallon https://t.co/Cn4w5S6Dxc #shadesofblue
431,1,"Crazy to think I've know this kid for 7 years now, happy bday @justinbieber https://t.co/PneFRKzr8y"
432,1,"Never underestimate the power of pie @theellenshow
https://t.co/QQiwlxKoA3"
433,1,"If @jimmykimmels hosting skills are half as good as his culinary skills, the #oscars are gonna be delicious https://t.co/GCtasoWlST"
434,1,"RT @TheEllenShow: We loved it, @LadyGaga! @RyanSeacrest @PortiadeRossi https://t.co/fqbkgwbwqt"
435,1,Now that @JimmyFallons prophetic puppies called #SB51 for the Falcons Im resting a little easier https://t.co/Ul1dXQ2WPg #RiseUp
436,1,"tomorrow AM  chatting  #ShapeOfYou w/ @EdSheeran, #LiveByNight w/ @BenAffleck and @JimmyKimmel talks #BigFan on @onairwithryan"
437,1,Ready for @jimmyfallon to take over? this'll be fun! #ERedCarpet #GoldenGlobes https://t.co/LUmaJmbJTC
438,0,catching up w/ #GoldenGlobes host @jimmyfallon and w/ #Lion star &amp; GG Nominee Nicole Kidman tomorrow AM on https://t.co/M3Iz3X8t9T
439,1,stopping by @JimmyKimmelLive tonight to chat #RockinEve. last time I saw @jimmykimmel I made the mistake of giving https://t.co/jvkmiziz5Z
440,1,".@jimmykimmel  #oscars host?!? remember to look both ways as you cross the street from your office to the Dolby! see you tomorrow, bro"
441,1,@JustinBieber took over the #KIISJingleBall stage https://t.co/pnlTtHyqkz
442,1,".@jimmykimmel - happy birthday, pal! youve aged like a fine wine! https://t.co/l2oEdANk75"
443,1,"chatting w/ @hillaryclinton at 8:25a pt. remember, the only way to have your voice heard is to #vote! #election2016"
444,1,tomorrow at 8:25a pst @hillaryclinton will be on @onairwithryan. #election2016 is here. #vote
445,1,.@KimKardashian  Happy bday! Thanks for teaching me how to take the perfect selfie. Looking forward to Sundays https://t.co/DBBMEWLs20
446,1,"thing I can say about our interview with
President @BarackObama this morning: it was LIT fam https://t.co/HJdL4oqPG1"
447,1,.@BarackObama just said it @OnAirWithRyan: do your own homework. Don't sit out on this one. Register to VOTE #NationalVoterRegistrationDay
448,1,gonna talk with President @BarackObama live after 8a PT tomorrow @OnAirWithRyan to get his take on #debatenight
449,1,fun fact: @KevinHart4real tells jokes in his sleep. Thx for the slumber party buddy #iHeartFestival
450,1,.@jimmykimmel round 2! Crush it tonight buddy #Emmys
451,1,.@jimmykimmel always good catching up with a former radio frat brother. Excited for the surprise Sunday #Emmys
452,1,new roommate @KevinHart4real ...this will make sense soon https://t.co/zkHgLKwTd1
453,1,.@jimmyfallon I know who Im coming to first for the next @SeacrestStyle runway show Looking good buddy https://t.co/olr2jaOk75
454,1,gonna be on @FallonTonight. @jimmyfallon I hear we are playing some Pictionary  game on!!
455,1,.@HillaryClinton have a feeling youll be ready to kick up those bare feet tonightGreat speaking with you on radio this am for #PrimaryDay
